PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,AGE,GP,MIN,USG_PCT,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,TS_PCT,EFG_PCT,AST,TOV,AST_PCT,AST_TO,TM_TOV_PCT,REB,OREB_PCT,DREB_PCT,OFF_RATING,DEF_RATING,NET_RATING,PLUS_MINUS,PIE,PACE,VOLUME_SCORE,FG3A_RATE,FTA_RATE,EXPECTED_TS,TS_ABOVE_EXPECTED,TS_PCT_SCALED,TS_ABOVE_EXPECTED_SCALED,EFFICIENCY_SCORE,AVG_SHOT_DISTANCE,PCT_PULLUP,PCT_LATE_CLOCK,PCT_MIDRANGE,PCT_RESTRICTED_HARD,PCT_RESTRICTED_EASY,TOTAL_SHOTS,SHOT_DIFFICULTY_SCORE,TS_X_DIFFICULTY,TS_X_DIFFICULTY_SCALED,EFFICIENCY_SCORE_SCALED,DIFFICULTY_ADJ_EFFICIENCY
1641796,Pelle Larsson,MIA,25.0,70,26.4,0.165,11.4,4.0,8.0,0.496,0.9,2.7,0.323,2.6,3.3,0.797,0.605,0.551,3.4,1.4,0.163,2.34,10.2,3.5,0.035,0.088,115.7,113.3,2.4,1.1,0.084,105.49,36.4,0.3375,0.4125,0.6108936153892754,-0.0058936153892754,0.5228571428571427,0.4656858656436106,50.0,12.701754385964913,0.05701754385964912,0.017543859649122806,0.03508771929824561,0.17982456140350878,0.02631578947368421,228.0,41.6,0.25168,0.41727250872495464,0.5,45.9
1631250,Pete Nance,MIL,26.0,47,15.7,0.132,5.4,2.1,4.1,0.515,1.1,2.5,0.42,0.1,0.2,0.364,0.639,0.644,1.0,0.6,0.092,1.85,9.5,2.7,0.038,0.135,112.2,117.4,-5.2,-1.7,0.078,97.81,14.1,0.6097560975609757,0.048780487804878,0.5430072863011226,0.0959927136988774,0.6199999999999999,0.8045187353484173,69.4,18.066666666666666,0.0,0.0,0.0,0.06666666666666667,0.0,15.0,36.7,0.23451300000000003,0.38881050476245743,0.6940000000000001,54.1
1631212,Peyton Watson,DEN,23.0,54,29.6,0.204,14.6,5.3,10.8,0.491,1.5,3.6,0.411,2.6,3.5,0.73,0.594,0.56,2.1,1.7,0.096,1.19,10.7,4.9,0.033,0.127,123.7,117.6,6.2,3.6,0.087,99.45,45.9,0.3333333333333333,0.324074074074074,0.5897492664320834,0.0042507335679166,0.4914285714285713,0.4994218820377082,49.5,11.40677966101695,0.1807909604519774,0.011299435028248588,0.08192090395480225,0.2175141242937853,0.05084745762711865,354.0,51.9,0.308286,0.5111223483184256,0.495,50.3
1630173,Precious Achiuwa,SAC,26.0,73,23.9,0.172,10.1,4.3,8.2,0.528,0.4,1.3,0.278,1.1,1.9,0.554,0.558,0.551,1.4,0.9,0.082,1.55,7.9,6.7,0.098,0.18,110.9,118.1,-7.2,-3.7,0.102,100.39,34.2,0.1585365853658537,0.2317073170731707,0.5768490269386961,-0.018849026938696,0.3885714285714288,0.4226013879439679,40.2,7.489247311827957,0.053763440860215055,0.016129032258064516,0.03763440860215054,0.1774193548387097,0.16129032258064516,186.0,31.3,0.174654,0.2895673583075661,0.402,34.6
1629656,Quentin Grimes,PHI,26.0,75,29.4,0.183,13.4,4.5,10.1,0.45,1.7,5.1,0.334,2.7,3.2,0.84,0.585,0.534,3.3,1.8,0.159,1.83,10.8,3.6,0.02,0.096,112.4,112.4,-0.1,0.1,0.092,101.43,43.5,0.504950495049505,0.3168316831683168,0.5894284188298837,-0.0044284188298837,0.4657142857142855,0.4705585189165611,46.8,16.301408450704226,0.23661971830985915,0.030985915492957747,0.05070422535211268,0.17464788732394365,0.022535211267605635,355.0,61.5,0.35977499999999996,0.5964884648224751,0.46799999999999997,53.2
1631245,Quenton Jackson,IND,27.0,49,18.3,0.2,9.1,3.1,6.7,0.47,0.9,2.4,0.356,2.0,2.4,0.824,0.589,0.534,2.9,1.3,0.227,2.26,10.7,2.3,0.03,0.092,109.1,112.9,-3.8,-1.3,0.096,105.34,31.1,0.3582089552238806,0.3582089552238806,0.5965343500853736,-0.0075343500853736,0.4771428571428571,0.4602294432709664,47.0,12.98876404494382,0.20224719101123595,0.011235955056179775,0.10112359550561797,0.20224719101123595,0.0,89.0,57.2,0.33690800000000004,0.5585761537249961,0.47000000000000003,51.4
1642366,Quinten Post,GSW,26.0,67,17.3,0.183,7.7,2.9,6.6,0.44,1.4,4.1,0.336,0.5,0.6,0.791,0.56,0.546,1.4,0.8,0.116,1.68,9.2,4.0,0.057,0.165,112.4,110.2,2.3,0.9,0.089,101.7,27.0,0.6212121212121212,0.0909090909090909,0.545398013589981,0.014601986410019,0.3942857142857143,0.5338459773694287,45.0,17.89453125,0.1015625,0.015625,0.046875,0.078125,0.05859375,256.0,47.5,0.266,0.44101433296582143,0.45,44.6
1629628,RJ Barrett,TOR,25.0,57,30.3,0.254,19.3,7.0,14.3,0.491,1.7,5.0,0.339,3.5,4.9,0.717,0.585,0.55,3.3,1.7,0.157,1.91,8.1,5.3,0.033,0.141,118.4,113.5,4.9,2.9,0.112,100.88,59.8,0.3496503496503496,0.3426573426573426,0.5877128354995595,-0.0027128354995595,0.4657142857142855,0.4762638576821626,47.0,11.563421828908554,0.10324483775811209,0.008849557522123894,0.02359882005899705,0.18289085545722714,0.029498525073746312,339.0,41.7,0.243945,0.40444827614792217,0.47000000000000003,43.7
1642853,Rasheer Fleming,PHX,21.0,55,12.2,0.159,4.3,1.6,3.9,0.405,0.8,2.4,0.346,0.3,0.6,0.559,0.517,0.509,0.3,0.5,0.033,0.55,10.5,2.3,0.08,0.099,112.7,106.6,6.1,1.8,0.056,96.98,16.4,0.6153846153846154,0.1538461538461538,0.5600994313927313,-0.0430994313927313,0.2714285714285716,0.3419543157979716,30.0,15.365079365079366,0.047619047619047616,0.0,0.047619047619047616,0.09523809523809523,0.09523809523809523,63.0,38.6,0.19956200000000002,0.3308635425388167,0.3,31.5
1641712,Rayan Rupert,MEM,21.0,64,16.8,0.148,5.2,1.9,4.9,0.393,0.7,2.1,0.324,0.7,0.8,0.778,0.493,0.463,1.1,0.9,0.093,1.24,12.0,2.9,0.04,0.129,103.5,117.0,-13.6,-5.0,0.055,103.02,20.1,0.4285714285714285,0.1632653061224489,0.5644478376522503,-0.0714478376522502,0.2028571428571428,0.247678941167879,22.1,13.9625,0.2125,0.0125,0.0375,0.125,0.0375,80.0,51.2,0.25241600000000003,0.41849275890940146,0.22100000000000003,32.0
1642263,Reed Sheppard,HOU,21.0,82,26.2,0.21,13.5,5.0,11.5,0.43,2.8,7.0,0.394,0.8,1.0,0.802,0.564,0.55,3.4,1.5,0.183,2.25,8.9,2.9,0.012,0.092,115.9,111.6,4.3,3.4,0.102,98.73,44.2,0.6086956521739131,0.0869565217391304,0.5417774698590363,0.0222225301409636,0.4057142857142854,0.5591888346906781,46.7,19.17027027027027,0.36486486486486486,0.02702702702702703,0.15405405405405406,0.04594594594594595,0.002702702702702703,370.0,75.1,0.4235639999999999,0.7022473493546433,0.467,58.5
1642265,Rob Dillingham,CHI,21.0,65,14.9,0.218,6.3,2.5,6.3,0.396,0.6,2.0,0.316,0.6,0.8,0.745,0.469,0.447,2.2,1.5,0.206,1.43,14.7,2.0,0.018,0.105,105.9,113.3,-7.4,-2.2,0.06,106.08,29.6,0.3174603174603174,0.126984126984127,0.5506496394753969,-0.0816496394753969,0.1342857142857141,0.2137518596954888,16.6,11.827868852459016,0.36065573770491804,0.00819672131147541,0.21311475409836064,0.20491803278688525,0.0,122.0,73.3,0.343777,0.5699646027969594,0.166,36.8
1629057,Robert Williams III,POR,28.0,59,17.1,0.129,6.7,3.0,4.2,0.708,0.2,0.4,0.391,0.6,1.0,0.596,0.722,0.726,1.0,0.8,0.089,1.22,12.7,7.0,0.133,0.25,110.6,107.2,3.4,1.2,0.163,102.86,16.9,0.0952380952380952,0.238095238095238,0.5832315511870547,0.1387684488129452,0.8571428571428572,0.9467735914429194,89.3,4.15,0.0,0.01,0.02,0.16,0.48,100.0,14.2,0.10252399999999999,0.16997952433454086,0.893,53.1
1641842,Ronald Holland II,DET,20.0,78,19.9,0.184,8.2,3.0,7.0,0.432,0.6,2.5,0.253,1.5,1.9,0.805,0.525,0.478,1.2,1.2,0.088,0.99,12.1,4.0,0.052,0.141,110.2,104.5,5.7,1.7,0.085,101.85,32.1,0.3571428571428571,0.2714285714285714,0.5817015121090343,-0.0567015121090342,0.2942857142857142,0.2967192770610891,29.5,11.458333333333334,0.06060606060606061,0.007575757575757576,0.04924242424242424,0.16287878787878787,0.06439393939393939,264.0,38.4,0.2016,0.3342424418267278,0.295,31.5
