PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,AGE,GP,MIN,USG_PCT,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,TS_PCT,EFG_PCT,AST,TOV,AST_PCT,AST_TO,TM_TOV_PCT,REB,OREB_PCT,DREB_PCT,OFF_RATING,DEF_RATING,NET_RATING,PLUS_MINUS,PIE,PACE,VOLUME_SCORE,FG3A_RATE,FTA_RATE,EXPECTED_TS,TS_ABOVE_EXPECTED,TS_PCT_SCALED,TS_ABOVE_EXPECTED_SCALED,EFFICIENCY_SCORE
202710,Jimmy Butler III,GSW,36.0,38,31.1,0.226,20.0,6.3,12.2,0.519,0.8,2.2,0.376,6.5,7.6,0.864,0.646,0.554,4.9,1.6,0.24,3.08,7.2,5.6,0.073,0.101,116.6,109.2,7.3,4.9,0.155,101.73,56.3,0.18032786885245905,0.6229508196721312,0.6455843925404116,0.0004156074595884629,0.6399999999999999,0.4866677981817638,57.9
1629111,Jock Landale,ATL,30.0,68,22.1,0.177,10.6,4.1,8.1,0.515,1.1,2.8,0.383,1.2,1.9,0.635,0.595,0.582,1.7,0.9,0.11,1.92,7.7,5.7,0.111,0.136,114.6,116.8,-2.2,-0.8,0.098,101.83,33.2,0.345679012345679,0.2345679012345679,0.575502656215344,0.01949734378465595,0.4942857142857142,0.5501259631371334,51.7
203954,Joel Embiid,PHI,32.0,38,31.6,0.336,26.9,9.0,18.3,0.489,1.4,4.2,0.333,7.5,8.8,0.854,0.605,0.527,3.9,2.9,0.209,1.38,9.9,7.7,0.063,0.169,119.1,113.2,5.8,4.1,0.163,100.69,80.5,0.22950819672131148,0.48087431693989074,0.6060286281056653,-0.0010286281056652857,0.5228571428571427,0.4818648527279014,50.6
1628381,John Collins,LAC,28.0,69,27.1,0.188,13.6,5.3,9.6,0.552,1.3,3.2,0.406,1.7,2.2,0.766,0.643,0.62,1.0,1.4,0.058,0.74,10.7,5.3,0.061,0.135,113.9,115.1,-1.2,-0.6,0.098,97.98,40.1,0.33333333333333337,0.22916666666666669,0.5733549540559671,0.06964504594403287,0.6314285714285715,0.7168970106744557,66.6
1629723,John Konchar,UTA,30.0,56,19.9,0.09,4.4,1.7,3.6,0.472,0.5,1.8,0.283,0.6,0.8,0.727,0.568,0.543,2.1,0.6,0.136,3.37,9.4,4.3,0.059,0.14,106.1,112.0,-5.9,-2.6,0.09,105.42,12.3,0.5,0.22222222222222224,0.581553561197267,-0.013553561197267028,0.41714285714285704,0.440211972893392,42.6
1642277,Johnny Furphy,IND,21.0,35,18.4,0.125,5.1,2.0,4.3,0.47,0.7,2.0,0.324,0.5,1.0,0.486,0.547,0.547,1.2,0.8,0.085,1.41,12.4,4.4,0.049,0.191,110.1,114.8,-4.6,-1.7,0.066,102.22,15.3,0.46511627906976744,0.23255813953488372,0.5799501979119754,-0.0329501979119754,0.3571428571428572,0.3757065761489483,36.5
202685,Jonas Valančiūnas,DEN,34.0,65,13.4,0.26,8.7,3.5,6.0,0.582,0.1,0.4,0.308,1.6,2.1,0.772,0.63,0.592,1.2,1.1,0.15,1.07,12.1,5.1,0.124,0.246,114.6,116.6,-2.0,-0.7,0.15,97.23,35.4,0.06666666666666667,0.35000000000000003,0.5904954952266905,0.03950450477330947,0.5942857142857143,0.6166617175715305,60.3
1630228,Jonathan Kuminga,ATL,23.0,36,23.1,0.226,12.2,4.4,9.4,0.463,1.0,2.9,0.333,2.5,3.4,0.724,0.557,0.515,2.3,1.9,0.148,1.24,12.3,5.6,0.056,0.182,112.0,108.0,4.1,2.0,0.111,102.73,41.3,0.30851063829787234,0.36170212765957444,0.59471424130361,-0.0377142413036099,0.3857142857142859,0.35986328776833443,37.5
203903,Jordan Clarkson,NYK,33.0,72,17.8,0.203,8.6,3.3,7.3,0.451,1.0,3.0,0.327,1.1,1.3,0.83,0.548,0.517,1.3,0.9,0.11,1.52,8.7,1.8,0.047,0.049,115.4,111.7,3.7,1.5,0.068,98.78,32.2,0.4109589041095891,0.17808219178082194,0.5613881614141728,-0.013388161414172761,0.3600000000000001,0.44076202591479285,39.2
1630692,Jordan Goodwin,PHX,27.0,70,22.5,0.167,8.7,3.3,7.9,0.413,1.6,4.3,0.371,0.6,0.8,0.696,0.525,0.514,2.2,1.0,0.136,2.22,8.5,4.9,0.08,0.134,113.4,110.1,3.3,1.3,0.098,99.3,30.5,0.5443037974683543,0.10126582278481013,0.549682347620917,-0.024682347620916922,0.29428571428571426,0.40320211422045205,33.8
1641722,Jordan Hawkins,NOP,24.0,51,13.6,0.175,5.1,1.8,5.0,0.366,0.9,2.6,0.348,0.5,0.5,0.852,0.48,0.457,0.8,0.7,0.086,1.24,9.9,1.7,0.026,0.089,107.0,116.8,-9.8,-2.6,0.055,103.84,20.2,0.52,0.1,0.548739628023212,-0.06873962802321198,0.1657142857142857,0.2566853549682554,20.2
1641757,Jordan Miller,LAC,26.0,60,22.1,0.177,10.0,3.5,6.7,0.531,0.6,1.8,0.345,2.3,2.9,0.777,0.628,0.579,2.3,1.1,0.157,2.16,9.3,3.0,0.041,0.097,114.3,114.7,-0.4,-0.2,0.106,98.57,32.1,0.26865671641791045,0.43283582089552236,0.6139635206782843,0.0140364793217157,0.5885714285714285,0.5319653286967058,56.6
1629673,Jordan Poole,NOP,26.0,39,23.9,0.235,13.4,4.2,11.4,0.372,2.5,7.4,0.333,2.5,2.9,0.86,0.53,0.48,3.1,1.8,0.185,1.72,10.2,2.0,0.009,0.067,109.4,117.3,-7.9,-3.7,0.073,104.18,45.2,0.6491228070175439,0.25438596491228066,0.5707615281630193,-0.040761528163019256,0.3085714285714287,0.3497292397500368,32.5
1641775,Jordan Walsh,BOS,22.0,68,17.8,0.114,5.4,2.0,3.9,0.509,0.7,1.8,0.384,0.6,0.8,0.772,0.623,0.599,0.8,0.5,0.059,1.54,9.2,4.0,0.069,0.146,117.9,112.8,5.1,1.4,0.08,95.8,15.4,0.46153846153846156,0.20512820512820515,0.5759354421214045,0.047064557878595537,0.5742857142857143,0.6418034074499489,60.1
1630631,Jose Alvarado,NYK,28.0,69,19.9,0.167,7.4,2.7,6.5,0.416,1.5,4.2,0.352,0.5,0.7,0.761,0.543,0.529,3.4,1.1,0.244,3.04,9.9,2.5,0.018,0.1,112.0,110.7,1.3,0.3,0.088,99.57,26.7,0.6461538461538462,0.10769230769230768,0.5501784363830426,-0.007178436383042608,0.34571428571428586,0.46141306880942057,39.2
1630581,Josh Giddey,CHI,23.0,54,32.1,0.238,17.0,5.9,13.3,0.448,1.9,5.2,0.364,3.2,4.2,0.763,0.562,0.52,9.1,3.6,0.41,2.52,13.0,8.3,0.037,0.201,112.1,117.1,-5.0,-3.5,0.142,104.46,56.1,0.39097744360902253,0.3157894736842105,0.5840297472607581,-0.022029747260758015,0.40000000000000013,0.41202359400342675,40.5
1630182,Josh Green,CHA,25.0,58,15.7,0.104,4.3,1.4,3.1,0.459,1.0,2.4,0.42,0.4,0.5,0.893,0.644,0.619,0.8,0.6,0.069,1.34,12.8,1.8,0.048,0.06,118.5,106.0,12.5,3.6,0.059,98.23,10.6,0.7741935483870968,0.16129032258064516,0.5663995965354178,0.07760040346458219,0.6342857142857143,0.7433533237278315,67.8
1628404,Josh Hart,NYK,31.0,66,30.2,0.163,12.0,4.6,9.0,0.508,1.5,3.7,0.413,1.4,1.9,0.72,0.612,0.593,4.8,1.9,0.212,2.48,11.8,7.4,0.047,0.2,118.0,112.5,5.5,3.2,0.118,98.97,37.3,0.41111111111111115,0.2111111111111111,0.5720794688046307,0.03992053119536931,0.5428571428571427,0.6180452537899922,57.3
1631169,Josh Minott,BKN,23.0,49,17.0,0.162,7.4,2.6,5.1,0.5,1.3,3.1,0.418,1.0,1.2,0.787,0.653,0.627,0.9,0.9,0.083,1.07,11.8,3.2,0.055,0.128,111.7,111.7,-0.1,-0.5,0.104,98.94,21.6,0.607843137254902,0.23529411764705882,0.5753973969811699,0.07760260301883015,0.6599999999999999,0.7433606385588257,69.3
1629006,Josh Okogie,HOU,27.0,78,17.4,0.112,4.5,1.6,3.8,0.425,0.8,2.1,0.385,0.5,0.9,0.594,0.544,0.531,0.9,0.5,0.065,1.68,9.4,2.6,0.059,0.085,115.4,109.9,5.6,0.9,0.056,98.25,15.8,0.5526315789473685,0.2368421052631579,0.5815624862570782,-0.03756248625707814,0.34857142857142875,0.3603679638948445,35.3
201950,Jrue Holiday,POR,35.0,53,29.4,0.227,16.3,6.0,13.4,0.451,2.6,6.8,0.378,1.7,2.0,0.838,0.573,0.548,6.1,2.8,0.302,2.21,12.0,4.6,0.042,0.108,114.6,108.6,6.1,3.7,0.124,103.5,50.0,0.5074626865671642,0.14925373134328357,0.5525557492459946,0.020444250754005355,0.4314285714285713,0.5532749941076234,48.0
1630577,Julian Champagnie,SAS,24.0,82,27.6,0.146,11.1,3.7,8.4,0.437,2.4,6.2,0.381,1.4,1.6,0.844,0.609,0.578,1.5,0.8,0.071,1.84,7.4,5.8,0.032,0.161,120.4,108.0,12.4,7.2,0.091,102.55,33.7,0.7380952380952381,0.19047619047619047,0.5676428125646364,0.04135718743536354,0.5342857142857143,0.622822993462558,57.0
1631124,Julian Strawther,DEN,24.0,57,15.1,0.187,7.2,2.6,5.6,0.467,1.0,2.6,0.387,1.0,1.2,0.814,0.59,0.558,1.1,0.6,0.101,1.69,8.1,2.0,0.014,0.112,115.0,113.5,1.5,0.4,0.082,101.86,24.9,0.46428571428571436,0.2142857142857143,0.5696773841849684,0.020322615815031586,0.48,0.5528704853202552,50.9
203944,Julius Randle,MIN,31.0,79,33.0,0.258,21.1,7.3,15.3,0.481,1.4,4.4,0.315,5.0,6.3,0.802,0.585,0.526,5.0,2.7,0.227,1.83,10.7,6.7,0.05,0.146,117.0,113.1,4.0,2.9,0.128,102.3,67.1,0.28758169934640526,0.4117647058823529,0.6009341662176539,-0.015934166217653978,0.4657142857142855,0.4322950399946369,45.2
1630551,Justin Champagnie,WAS,24.0,69,20.0,0.161,8.7,3.4,6.7,0.502,0.8,2.4,0.319,1.2,1.5,0.784,0.589,0.56,1.2,0.7,0.087,1.87,7.1,5.6,0.098,0.171,110.0,119.4,-9.4,-4.3,0.106,103.51,27.6,0.3582089552238806,0.22388059701492538,0.5751202644552652,0.013879735544734761,0.4771428571428571,0.531444062063212,49.9
1642348,Justin Edwards,PHI,22.0,64,15.3,0.154,6.0,2.2,5.0,0.447,1.0,2.8,0.372,0.5,0.6,0.846,0.572,0.552,1.3,0.6,0.114,2.22,7.9,1.5,0.025,0.07,111.7,115.0,-3.4,-1.1,0.068,103.91,19.8,0.5599999999999999,0.12,0.5545739561463059,0.017426043853694062,0.4285714285714284,0.5432376543138764,47.4
203994,Jusuf Nurkić,UTA,31.0,41,26.4,0.186,10.9,4.4,8.7,0.503,0.6,1.7,0.352,1.5,2.8,0.549,0.548,0.538,4.8,2.5,0.261,1.94,14.3,10.4,0.089,0.279,109.5,117.4,-7.9,-4.6,0.121,105.32,36.8,0.19540229885057472,0.3218390804597701,0.5922839944718188,-0.044283994471818744,0.3600000000000001,0.33801493638342534,35.1
1642354,KJ Simpson,DEN,23.0,20,12.9,0.21,4.6,1.7,5.0,0.343,0.6,2.0,0.3,0.6,0.9,0.611,0.426,0.404,2.2,1.3,0.246,1.72,14.3,1.9,0.034,0.112,110.1,110.0,0.0,-0.1,0.065,100.24,22.2,0.4,0.18,0.5610675727410709,-0.1350675727410709,0.011428571428571344,0.03610534142267807,2.1
1642880,Kam Jones,IND,24.0,37,16.7,0.141,4.4,1.8,4.6,0.402,0.6,2.0,0.293,0.1,0.2,0.5,0.47,0.467,3.2,1.0,0.262,3.31,11.0,1.6,0.024,0.071,106.0,116.0,-10.0,-3.9,0.061,104.2,15.7,0.4347826086956522,0.04347826086956522,0.5422671495509953,-0.07226714955099534,0.137142857142857,0.24495423998058924,18.0
1626157,Karl-Anthony Towns,NYK,30.0,75,31.0,0.251,20.1,6.9,13.8,0.501,1.5,4.1,0.368,4.8,5.5,0.858,0.619,0.556,3.0,2.5,0.142,1.21,11.6,11.9,0.101,0.283,118.8,111.8,7.0,5.0,0.154,99.48,61.4,0.29710144927536225,0.39855072463768115,0.5991053905098573,0.019894609490142656,0.5628571428571427,0.5514471087729614,55.8
1631255,Karlo Matković,NOP,25.0,62,14.7,0.128,5.7,2.3,3.8,0.604,0.6,1.5,0.422,0.5,0.7,0.732,0.696,0.685,0.8,0.5,0.079,1.47,10.1,3.7,0.074,0.155,107.2,111.6,-4.4,-1.5,0.108,102.42,14.6,0.39473684210526316,0.18421052631578946,0.5708845229365583,0.12511547706344162,0.7828571428571427,0.9013693096390234,83.0
1642857,Kasparas Jakučionis,MIA,19.0,53,17.8,0.129,6.2,1.9,4.5,0.429,1.2,2.9,0.423,1.1,1.2,0.879,0.614,0.567,2.6,0.9,0.178,2.74,11.0,2.6,0.04,0.096,115.9,112.9,3.0,1.4,0.073,106.96,17.5,0.6444444444444444,0.26666666666666666,0.5847437700283273,0.029256229971672654,0.5485714285714285,0.5825800857015899,56.2
202695,Kawhi Leonard,LAC,34.0,65,32.1,0.326,27.9,9.8,19.4,0.505,2.6,6.8,0.387,5.7,6.4,0.892,0.629,0.573,3.6,2.0,0.193,1.76,7.4,6.4,0.036,0.162,120.3,112.8,7.5,5.2,0.185,97.53,79.7,0.3505154639175258,0.3298969072164949,0.5773872623915518,0.0516127376084482,0.5914285714285714,0.656928820285913,61.8
1631099,Keegan Murray,SAC,25.0,23,34.5,0.182,14.0,5.5,13.0,0.42,1.3,4.9,0.277,1.7,2.1,0.776,0.499,0.472,1.7,1.2,0.07,1.41,7.0,5.7,0.039,0.122,107.6,118.4,-10.7,-7.1,0.078,100.29,44.6,0.37692307692307697,0.16153846153846155,0.5607682195684365,-0.06176821956843648,0.21999999999999997,0.2798694499666353,24.4
1642276,Kel'el Ware,MIA,22.0,77,22.1,0.174,11.1,4.5,8.4,0.53,1.2,3.0,0.395,0.9,1.2,0.74,0.616,0.601,0.7,0.8,0.046,0.9,7.7,9.0,0.113,0.247,113.1,114.1,-1.0,-0.9,0.137,105.48,33.0,0.35714285714285715,0.14285714285714285,0.5582143333625814,0.057785666637418576,0.5542857142857143,0.6774574945063816,60.4
1629640,Keldon Johnson,SAS,26.0,82,23.3,0.201,13.2,5.0,9.7,0.519,1.2,3.3,0.363,1.9,2.4,0.794,0.613,0.582,1.4,0.9,0.085,1.59,6.6,5.4,0.067,0.143,116.0,108.2,7.8,3.9,0.118,102.22,41.0,0.3402061855670103,0.24742268041237114,0.5753731666924593,0.037626833307540686,0.5457142857142856,0.6104173389899958,57.2
1626162,Kelly Oubre Jr.,PHI,30.0,50,31.5,0.179,14.1,5.1,10.9,0.467,1.7,4.8,0.36,2.2,2.9,0.766,0.58,0.546,1.6,1.4,0.073,1.16,9.2,5.0,0.031,0.121,115.3,117.2,-1.9,-1.3,0.083,100.39,42.9,0.4403669724770642,0.2660550458715596,0.5806227297045824,-0.0006227297045824365,0.4514285714285713,0.4832147072302508,46.4
1629026,Kenrich Williams,OKC,31.0,56,15.3,0.178,6.5,2.5,5.3,0.473,0.9,2.3,0.388,0.6,0.9,0.635,0.569,0.557,1.4,0.8,0.132,1.84,9.8,3.3,0.068,0.143,112.6,109.5,3.1,0.8,0.098,100.84,23.0,0.43396226415094336,0.169811320754717,0.5623773942875262,0.00662260571247375,0.41999999999999993,0.5073097729108582,45.5
203484,Kentavious Caldwell-Pope,MEM,33.0,51,21.3,0.173,8.4,2.9,7.2,0.41,1.1,3.4,0.316,1.4,1.6,0.913,0.533,0.485,2.7,1.2,0.181,2.28,10.1,2.5,0.017,0.094,110.8,115.3,-4.5,-2.2,0.083,102.31,29.2,0.4722222222222222,0.22222222222222224,0.5726698399651186,-0.039669839965118525,0.31714285714285717,0.3533597547389273,33.2
1631165,Keon Ellis,CLE,26.0,72,20.5,0.129,6.7,2.3,5.3,0.44,1.3,3.5,0.363,0.7,1.0,0.729,0.579,0.559,1.0,0.6,0.067,1.76,7.8,1.9,0.025,0.066,110.6,115.4,-4.8,-2.0,0.058,100.49,21.4,0.6603773584905661,0.18867924528301888,0.5697187473936728,0.009281252606327173,0.4485714285714284,0.516151361028109,47.6
201142,Kevin Durant,HOU,37.0,78,36.4,0.263,26.0,9.2,17.6,0.52,2.4,5.8,0.413,5.2,6.0,0.874,0.641,0.588,4.8,3.2,0.203,1.51,11.3,5.5,0.014,0.131,117.9,112.4,5.5,4.4,0.15,98.14,72.4,0.32954545454545453,0.3409090909090909,0.5865382382114191,0.054461761788580865,0.6257142857142857,0.6664035265340644,64.2
1628989,Kevin Huerter,DET,27.0,69,22.5,0.184,10.0,3.9,8.6,0.451,1.4,4.7,0.308,0.8,1.0,0.775,0.552,0.535,2.6,1.0,0.161,2.47,8.2,3.5,0.021,0.125,113.1,110.8,2.3,1.2,0.093,102.94,33.7,0.5465116279069768,0.11627906976744186,0.5506763701359269,0.0013236298640731947,0.37142857142857144,0.48968751476024236,41.9
201567,Kevin Love,UTA,37.0,37,16.6,0.161,6.7,2.1,5.4,0.397,1.4,3.8,0.373,1.0,1.2,0.841,0.568,0.53,1.8,0.8,0.145,2.23,9.6,5.8,0.083,0.256,115.8,122.5,-6.7,-2.2,0.103,104.18,20.7,0.7037037037037036,0.2222222222222222,0.5723181106799248,-0.004318110679924825,0.41714285714285704,0.47092535936843444,43.9
1629645,Kevin Porter Jr.,MIL,26.0,38,33.2,0.236,17.4,6.3,13.5,0.465,1.2,3.8,0.322,3.6,4.1,0.878,0.567,0.51,7.4,2.9,0.336,2.55,11.3,5.2,0.027,0.123,111.4,116.1,-4.7,-2.8,0.132,99.18,55.4,0.28148148148148144,0.3037037037037037,0.5827255353525913,-0.015725535352591358,0.41428571428571415,0.43298886217226196,42.2
1626172,Kevon Looney,NOP,30.0,21,14.6,0.096,2.8,1.2,2.9,0.417,0.1,0.6,0.154,0.3,0.5,0.7,0.458,0.433,1.6,0.4,0.148,3.78,8.3,5.6,0.132,0.214,105.3,115.7,-10.4,-3.0,0.093,102.64,5.7,0.20689655172413793,0.1724137931034483,0.5734822911919077,-0.11548229119190773,0.10285714285714298,0.10123809486144336,10.2
1641718,Keyonte George,UTA,22.0,54,33.1,0.275,23.6,7.4,16.3,0.456,2.5,6.7,0.371,6.2,7.0,0.892,0.609,0.532,6.1,3.1,0.286,2.0,10.8,3.7,0.012,0.096,115.1,123.6,-8.6,-6.2,0.122,103.25,69.7,0.4110429447852761,0.42944785276073616,0.6015664904437003,0.007433509556299733,0.5342857142857143,0.5100065122959869,52.5
203114,Khris Middleton,DAL,34.0,63,22.8,0.198,10.2,3.6,8.6,0.42,1.1,3.0,0.36,1.9,2.2,0.875,0.533,0.482,2.8,1.7,0.171,1.63,12.3,3.7,0.033,0.118,110.0,121.1,-11.1,-5.3,0.073,103.88,36.9,0.3488372093023256,0.2558139534883721,0.5772437331879434,-0.04424373318794339,0.31714285714285717,0.3381488291880398,32.6
1630165,Killian Hayes,SAC,24.0,23,17.6,0.179,5.5,1.8,6.0,0.304,0.7,2.7,0.27,1.1,1.2,0.929,0.422,0.366,3.5,1.2,0.265,2.89,10.8,2.3,0.009,0.117,107.8,110.6,-2.8,-0.8,0.071,100.91,23.2,0.45,0.19999999999999998,0.5679243727358174,-0.14592437273581743,0.0,0.0,0.0
202691,Klay Thompson,DAL,36.0,69,21.7,0.214,11.7,4.1,10.6,0.393,2.9,7.6,0.383,0.5,0.7,0.766,0.541,0.532,1.4,0.9,0.096,1.52,7.0,2.1,0.011,0.074,106.3,111.0,-4.7,-1.9,0.077,106.06,39.3,0.7169811320754716,0.0660377358490566,0.5365613655273194,0.004438634472680669,0.3400000000000001,0.5000467647216869,40.4
1641738,Kobe Brown,IND,26.0,61,15.8,0.154,5.8,2.1,4.4,0.469,0.9,2.3,0.374,0.8,1.0,0.797,0.594,0.565,1.3,0.9,0.123,1.51,12.3,3.0,0.072,0.119,108.4,119.0,-10.5,-3.6,0.078,100.6,19.6,0.5227272727272726,0.22727272727272727,0.575351532042634,0.018648467957365966,0.4914285714285713,0.5473029442379554,51.4
1642920,Kobe Sanders,LAC,23.0,68,19.9,0.155,7.3,2.6,5.6,0.466,1.2,2.9,0.408,0.8,1.0,0.826,0.597,0.57,1.6,1.2,0.117,1.35,13.4,2.3,0.022,0.088,113.1,112.9,0.2,0.5,0.062,99.33,24.4,0.5178571428571429,0.17857142857142858,0.5659659179070109,0.03103408209298908,0.5,0.5884925053713105,53.5
1642851,Kon Knueppel,CHA,20.0,81,31.5,0.216,18.5,6.4,13.4,0.475,3.4,7.9,0.425,2.4,2.8,0.863,0.633,0.601,3.4,2.0,0.158,1.7,10.0,5.3,0.036,0.128,119.2,113.0,6.2,4.0,0.115,99.73,53.3,0.5895522388059702,0.208955223880597,0.5645834643057177,0.0684165356942823,0.6028571428571428,0.7128114806812746,64.7
1627739,Kris Dunn,LAC,32.0,82,27.2,0.122,7.3,2.8,5.8,0.476,1.0,2.6,0.374,0.8,1.0,0.765,0.581,0.56,3.6,1.4,0.179,2.66,12.1,3.3,0.028,0.097,114.6,114.1,0.5,0.2,0.074,98.23,26.0,0.4482758620689655,0.1724137931034483,0.5689006472982735,0.012099352701726462,0.4542857142857142,0.5255232262330413,48.3
1631200,Kris Murray,POR,25.0,57,23.4,0.103,5.8,2.3,4.8,0.467,0.6,2.1,0.279,0.7,1.0,0.684,0.55,0.529,1.4,0.8,0.082,1.72,11.0,3.6,0.062,0.084,110.6,109.1,1.5,0.8,0.063,102.27,18.0,0.43750000000000006,0.20833333333333334,0.5779249759352314,-0.027924975935231355,0.3657142857142859,0.39241843924699604,37.6
204001,Kristaps Porziņģis,GSW,30.0,32,24.0,0.265,16.7,5.4,12.1,0.446,1.7,5.0,0.338,4.2,4.9,0.842,0.582,0.515,2.5,1.3,0.162,1.98,7.0,5.2,0.05,0.158,113.8,110.8,3.0,1.4,0.124,103.63,52.3,0.4132231404958678,0.40495867768595045,0.597963122097785,-0.015963122097785054,0.4571428571428571,0.4321987444067259,44.7
203937,Kyle Anderson,MIN,32.0,43,19.8,0.131,6.2,2.5,4.7,0.53,0.1,0.3,0.364,1.1,1.6,0.706,0.573,0.54,2.9,0.9,0.204,3.23,9.8,3.5,0.047,0.121,107.4,111.6,-4.2,-1.9,0.095,103.85,19.0,0.06382978723404255,0.3404255319148936,0.6028031210426904,-0.02980312104269045,0.4314285714285713,0.3861724855240799,41.3
1642271,Kyle Filipowski,UTA,22.0,77,23.4,0.197,11.4,4.2,8.5,0.492,1.0,3.0,0.325,2.1,2.8,0.75,0.586,0.548,2.6,1.6,0.156,1.58,11.6,7.2,0.076,0.225,113.7,120.4,-6.6,-3.3,0.106,104.07,39.1,0.35294117647058826,0.32941176470588235,0.5913948239112367,-0.00539482391123669,0.4685714285714284,0.4673446450834111,46.8
1628398,Kyle Kuzma,MIL,30.0,69,26.2,0.212,13.0,4.9,10.0,0.492,1.2,3.5,0.347,2.0,2.7,0.726,0.581,0.552,2.7,1.7,0.153,1.55,11.1,4.5,0.032,0.134,110.2,116.8,-6.6,-4.1,0.096,100.59,43.8,0.35,0.27,0.5784154400876014,0.0025845599123985874,0.4542857142857142,0.493880859938097,47.0
1642273,Kyshawn George,WAS,22.0,48,29.0,0.222,14.8,5.3,12.0,0.438,2.1,5.4,0.381,2.2,2.7,0.802,0.559,0.524,4.5,2.6,0.226,1.71,12.9,5.1,0.028,0.135,108.3,119.7,-11.5,-7.4,0.09,103.49,47.8,0.45,0.225,0.5679982029776256,-0.008998202977625547,0.39142857142857146,0.45536125849341635,41.7
1630163,LaMelo Ball,CHA,24.0,72,28.0,0.306,20.1,7.0,17.3,0.407,3.8,10.3,0.368,2.2,2.5,0.899,0.546,0.516,7.1,2.8,0.384,2.54,9.9,4.8,0.03,0.14,123.2,114.1,9.1,5.8,0.134,99.43,66.7,0.5953757225433526,0.1445086705202312,0.5423704339711689,0.0036295660288311327,0.3542857142857143,0.4973561291372018,41.2
1629013,Landry Shamet,NYK,29.0,51,23.0,0.151,9.3,3.1,7.1,0.437,2.0,5.2,0.392,1.1,1.5,0.711,0.598,0.578,1.4,0.6,0.084,2.4,6.0,1.8,0.019,0.058,115.2,107.0,8.1,3.7,0.07,99.44,27.2,0.7323943661971831,0.21126760563380284,0.5711117297832452,0.026888270216754773,0.5028571428571427,0.5747052058596621,53.2
1626204,Larry Nance Jr.,CLE,33.0,35,12.8,0.137,3.7,1.5,3.5,0.419,0.6,1.8,0.333,0.2,0.4,0.462,0.505,0.504,1.0,0.6,0.105,1.7,10.9,2.7,0.058,0.143,108.2,111.1,-2.9,-0.5,0.062,101.61,11.5,0.5142857142857143,0.1142857142857143,0.5556707376277892,-0.050670737627789175,0.2371428571428571,0.31677520254501557,26.9
1628374,Lauri Markkanen,UTA,29.0,42,34.3,0.269,26.7,9.1,19.2,0.477,2.7,7.7,0.355,5.7,6.4,0.896,0.608,0.548,2.1,1.5,0.101,1.41,5.9,6.9,0.054,0.134,113.6,115.2,-1.5,-1.3,0.139,104.48,71.9,0.4010416666666667,0.33333333333333337,0.5839189275707274,0.0240810724292726,0.5314285714285714,0.5653695973371624,54.5
2544,LeBron James,LAL,41.0,60,33.2,0.262,20.9,7.9,15.3,0.515,1.3,4.1,0.317,3.9,5.3,0.737,0.594,0.557,7.2,3.0,0.338,2.41,10.8,6.1,0.023,0.16,115.0,112.4,2.6,2.0,0.154,100.29,64.7,0.2679738562091503,0.3464052287581699,0.5881413599147756,0.005858640085224409,0.4914285714285713,0.5047691311176618,49.7
1631159,Leonard Miller,CHI,22.0,46,15.6,0.176,7.8,3.2,5.7,0.553,0.7,2.2,0.323,0.8,1.2,0.736,0.633,0.615,0.9,0.8,0.077,1.11,10.0,3.9,0.073,0.158,111.7,114.1,-2.5,-0.6,0.104,106.87,23.1,0.3859649122807018,0.21052631578947367,0.5707258140036159,0.062274185996384124,0.6028571428571428,0.6923845009922862,63.9
1628366,Lonzo Ball,CLE,28.0,35,20.8,0.13,4.6,1.5,5.0,0.301,1.1,4.2,0.272,0.4,0.6,0.667,0.432,0.415,3.9,1.5,0.236,2.62,14.0,4.0,0.032,0.148,111.0,109.7,1.3,0.9,0.077,104.87,17.7,0.8400000000000001,0.12,0.5551865211878005,-0.12318652118780055,0.028571428571428692,0.07561693074907616,4.7
1629652,Luguentz Dort,OKC,27.0,69,26.8,0.139,8.3,2.9,7.6,0.385,1.9,5.4,0.344,0.6,0.8,0.759,0.524,0.508,1.2,0.8,0.059,1.57,7.8,3.6,0.03,0.094,116.2,108.2,8.0,4.3,0.049,100.54,29.0,0.7105263157894738,0.10526315789473685,0.5523153069173635,-0.028315306917363503,0.2914285714285716,0.39112035570630727,33.1
1629029,Luka Dončić,LAL,27.0,64,35.8,0.368,33.5,10.8,22.8,0.476,4.0,10.8,0.366,7.9,10.1,0.78,0.616,0.563,8.3,4.0,0.387,2.08,10.1,7.7,0.019,0.194,119.4,115.6,3.8,2.9,0.188,100.73,97.3,0.4736842105263158,0.44298245614035087,0.5935256806866833,0.02247431931331667,0.5542857142857143,0.5600261840052772,55.7
1630568,Luka Garza,BOS,27.0,69,16.2,0.168,8.1,3.0,5.2,0.577,0.8,1.8,0.433,1.3,1.7,0.769,0.682,0.654,1.0,0.7,0.085,1.43,8.9,4.1,0.129,0.11,119.4,113.6,5.8,1.8,0.103,97.4,24.4,0.34615384615384615,0.3269230769230769,0.5941415925729946,0.08785840742700546,0.7428571428571429,0.7774673108656339,75.7
