PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,AGE,GP,MIN,USG_PCT,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,TS_PCT,EFG_PCT,AST,TOV,AST_PCT,AST_TO,TM_TOV_PCT,REB,OREB_PCT,DREB_PCT,OFF_RATING,DEF_RATING,NET_RATING,PLUS_MINUS,PIE,PACE,VOLUME_SCORE
1642348,Justin Edwards,PHI,22.0,64,15.3,0.154,6.0,2.2,5.0,0.447,1.0,2.8,0.372,0.5,0.6,0.846,0.572,0.552,1.3,0.6,0.114,2.22,7.9,1.5,0.025,0.07,111.7,115.0,-3.4,-1.1,0.068,103.91,19.8
203994,Jusuf Nurkić,UTA,31.0,41,26.4,0.186,10.9,4.4,8.7,0.503,0.6,1.7,0.352,1.5,2.8,0.549,0.548,0.538,4.8,2.5,0.261,1.94,14.3,10.4,0.089,0.279,109.5,117.4,-7.9,-4.6,0.121,105.32,36.8
1642354,KJ Simpson,DEN,23.0,20,12.9,0.21,4.6,1.7,5.0,0.343,0.6,2.0,0.3,0.6,0.9,0.611,0.426,0.404,2.2,1.3,0.246,1.72,14.3,1.9,0.034,0.112,110.1,110.0,0.0,-0.1,0.065,100.24,22.2
1642880,Kam Jones,IND,24.0,37,16.7,0.141,4.4,1.8,4.6,0.402,0.6,2.0,0.293,0.1,0.2,0.5,0.47,0.467,3.2,1.0,0.262,3.31,11.0,1.6,0.024,0.071,106.0,116.0,-10.0,-3.9,0.061,104.2,15.7
1626157,Karl-Anthony Towns,NYK,30.0,75,31.0,0.251,20.1,6.9,13.8,0.501,1.5,4.1,0.368,4.8,5.5,0.858,0.619,0.556,3.0,2.5,0.142,1.21,11.6,11.9,0.101,0.283,118.8,111.8,7.0,5.0,0.154,99.48,61.4
1631255,Karlo Matković,NOP,25.0,62,14.7,0.128,5.7,2.3,3.8,0.604,0.6,1.5,0.422,0.5,0.7,0.732,0.696,0.685,0.8,0.5,0.079,1.47,10.1,3.7,0.074,0.155,107.2,111.6,-4.4,-1.5,0.108,102.42,14.6
1642857,Kasparas Jakučionis,MIA,19.0,53,17.8,0.129,6.2,1.9,4.5,0.429,1.2,2.9,0.423,1.1,1.2,0.879,0.614,0.567,2.6,0.9,0.178,2.74,11.0,2.6,0.04,0.096,115.9,112.9,3.0,1.4,0.073,106.96,17.5
202695,Kawhi Leonard,LAC,34.0,65,32.1,0.326,27.9,9.8,19.4,0.505,2.6,6.8,0.387,5.7,6.4,0.892,0.629,0.573,3.6,2.0,0.193,1.76,7.4,6.4,0.036,0.162,120.3,112.8,7.5,5.2,0.185,97.53,79.7
1631099,Keegan Murray,SAC,25.0,23,34.5,0.182,14.0,5.5,13.0,0.42,1.3,4.9,0.277,1.7,2.1,0.776,0.499,0.472,1.7,1.2,0.07,1.41,7.0,5.7,0.039,0.122,107.6,118.4,-10.7,-7.1,0.078,100.29,44.6
1642276,Kel'el Ware,MIA,22.0,77,22.1,0.174,11.1,4.5,8.4,0.53,1.2,3.0,0.395,0.9,1.2,0.74,0.616,0.601,0.7,0.8,0.046,0.9,7.7,9.0,0.113,0.247,113.1,114.1,-1.0,-0.9,0.137,105.48,33.0
1629640,Keldon Johnson,SAS,26.0,82,23.3,0.201,13.2,5.0,9.7,0.519,1.2,3.3,0.363,1.9,2.4,0.794,0.613,0.582,1.4,0.9,0.085,1.59,6.6,5.4,0.067,0.143,116.0,108.2,7.8,3.9,0.118,102.22,41.0
1626162,Kelly Oubre Jr.,PHI,30.0,50,31.5,0.179,14.1,5.1,10.9,0.467,1.7,4.8,0.36,2.2,2.9,0.766,0.58,0.546,1.6,1.4,0.073,1.16,9.2,5.0,0.031,0.121,115.3,117.2,-1.9,-1.3,0.083,100.39,42.9
1629026,Kenrich Williams,OKC,31.0,56,15.3,0.178,6.5,2.5,5.3,0.473,0.9,2.3,0.388,0.6,0.9,0.635,0.569,0.557,1.4,0.8,0.132,1.84,9.8,3.3,0.068,0.143,112.6,109.5,3.1,0.8,0.098,100.84,23.0
203484,Kentavious Caldwell-Pope,MEM,33.0,51,21.3,0.173,8.4,2.9,7.2,0.41,1.1,3.4,0.316,1.4,1.6,0.913,0.533,0.485,2.7,1.2,0.181,2.28,10.1,2.5,0.017,0.094,110.8,115.3,-4.5,-2.2,0.083,102.31,29.2
1631165,Keon Ellis,CLE,26.0,72,20.5,0.129,6.7,2.3,5.3,0.44,1.3,3.5,0.363,0.7,1.0,0.729,0.579,0.559,1.0,0.6,0.067,1.76,7.8,1.9,0.025,0.066,110.6,115.4,-4.8,-2.0,0.058,100.49,21.4
201142,Kevin Durant,HOU,37.0,78,36.4,0.263,26.0,9.2,17.6,0.52,2.4,5.8,0.413,5.2,6.0,0.874,0.641,0.588,4.8,3.2,0.203,1.51,11.3,5.5,0.014,0.131,117.9,112.4,5.5,4.4,0.15,98.14,72.4
1628989,Kevin Huerter,DET,27.0,69,22.5,0.184,10.0,3.9,8.6,0.451,1.4,4.7,0.308,0.8,1.0,0.775,0.552,0.535,2.6,1.0,0.161,2.47,8.2,3.5,0.021,0.125,113.1,110.8,2.3,1.2,0.093,102.94,33.7
201567,Kevin Love,UTA,37.0,37,16.6,0.161,6.7,2.1,5.4,0.397,1.4,3.8,0.373,1.0,1.2,0.841,0.568,0.53,1.8,0.8,0.145,2.23,9.6,5.8,0.083,0.256,115.8,122.5,-6.7,-2.2,0.103,104.18,20.7
1629645,Kevin Porter Jr.,MIL,26.0,38,33.2,0.236,17.4,6.3,13.5,0.465,1.2,3.8,0.322,3.6,4.1,0.878,0.567,0.51,7.4,2.9,0.336,2.55,11.3,5.2,0.027,0.123,111.4,116.1,-4.7,-2.8,0.132,99.18,55.4
1626172,Kevon Looney,NOP,30.0,21,14.6,0.096,2.8,1.2,2.9,0.417,0.1,0.6,0.154,0.3,0.5,0.7,0.458,0.433,1.6,0.4,0.148,3.78,8.3,5.6,0.132,0.214,105.3,115.7,-10.4,-3.0,0.093,102.64,5.7
1641718,Keyonte George,UTA,22.0,54,33.1,0.275,23.6,7.4,16.3,0.456,2.5,6.7,0.371,6.2,7.0,0.892,0.609,0.532,6.1,3.1,0.286,2.0,10.8,3.7,0.012,0.096,115.1,123.6,-8.6,-6.2,0.122,103.25,69.7
203114,Khris Middleton,DAL,34.0,63,22.8,0.198,10.2,3.6,8.6,0.42,1.1,3.0,0.36,1.9,2.2,0.875,0.533,0.482,2.8,1.7,0.171,1.63,12.3,3.7,0.033,0.118,110.0,121.1,-11.1,-5.3,0.073,103.88,36.9
1630165,Killian Hayes,SAC,24.0,23,17.6,0.179,5.5,1.8,6.0,0.304,0.7,2.7,0.27,1.1,1.2,0.929,0.422,0.366,3.5,1.2,0.265,2.89,10.8,2.3,0.009,0.117,107.8,110.6,-2.8,-0.8,0.071,100.91,23.2
202691,Klay Thompson,DAL,36.0,69,21.7,0.214,11.7,4.1,10.6,0.393,2.9,7.6,0.383,0.5,0.7,0.766,0.541,0.532,1.4,0.9,0.096,1.52,7.0,2.1,0.011,0.074,106.3,111.0,-4.7,-1.9,0.077,106.06,39.3
1641738,Kobe Brown,IND,26.0,61,15.8,0.154,5.8,2.1,4.4,0.469,0.9,2.3,0.374,0.8,1.0,0.797,0.594,0.565,1.3,0.9,0.123,1.51,12.3,3.0,0.072,0.119,108.4,119.0,-10.5,-3.6,0.078,100.6,19.6
1642920,Kobe Sanders,LAC,23.0,68,19.9,0.155,7.3,2.6,5.6,0.466,1.2,2.9,0.408,0.8,1.0,0.826,0.597,0.57,1.6,1.2,0.117,1.35,13.4,2.3,0.022,0.088,113.1,112.9,0.2,0.5,0.062,99.33,24.4
1642851,Kon Knueppel,CHA,20.0,81,31.5,0.216,18.5,6.4,13.4,0.475,3.4,7.9,0.425,2.4,2.8,0.863,0.633,0.601,3.4,2.0,0.158,1.7,10.0,5.3,0.036,0.128,119.2,113.0,6.2,4.0,0.115,99.73,53.3
1627739,Kris Dunn,LAC,32.0,82,27.2,0.122,7.3,2.8,5.8,0.476,1.0,2.6,0.374,0.8,1.0,0.765,0.581,0.56,3.6,1.4,0.179,2.66,12.1,3.3,0.028,0.097,114.6,114.1,0.5,0.2,0.074,98.23,26.0
1631200,Kris Murray,POR,25.0,57,23.4,0.103,5.8,2.3,4.8,0.467,0.6,2.1,0.279,0.7,1.0,0.684,0.55,0.529,1.4,0.8,0.082,1.72,11.0,3.6,0.062,0.084,110.6,109.1,1.5,0.8,0.063,102.27,18.0
204001,Kristaps Porziņģis,GSW,30.0,32,24.0,0.265,16.7,5.4,12.1,0.446,1.7,5.0,0.338,4.2,4.9,0.842,0.582,0.515,2.5,1.3,0.162,1.98,7.0,5.2,0.05,0.158,113.8,110.8,3.0,1.4,0.124,103.63,52.3
203937,Kyle Anderson,MIN,32.0,43,19.8,0.131,6.2,2.5,4.7,0.53,0.1,0.3,0.364,1.1,1.6,0.706,0.573,0.54,2.9,0.9,0.204,3.23,9.8,3.5,0.047,0.121,107.4,111.6,-4.2,-1.9,0.095,103.85,19.0
1642271,Kyle Filipowski,UTA,22.0,77,23.4,0.197,11.4,4.2,8.5,0.492,1.0,3.0,0.325,2.1,2.8,0.75,0.586,0.548,2.6,1.6,0.156,1.58,11.6,7.2,0.076,0.225,113.7,120.4,-6.6,-3.3,0.106,104.07,39.1
1628398,Kyle Kuzma,MIL,30.0,69,26.2,0.212,13.0,4.9,10.0,0.492,1.2,3.5,0.347,2.0,2.7,0.726,0.581,0.552,2.7,1.7,0.153,1.55,11.1,4.5,0.032,0.134,110.2,116.8,-6.6,-4.1,0.096,100.59,43.8
1642273,Kyshawn George,WAS,22.0,48,29.0,0.222,14.8,5.3,12.0,0.438,2.1,5.4,0.381,2.2,2.7,0.802,0.559,0.524,4.5,2.6,0.226,1.71,12.9,5.1,0.028,0.135,108.3,119.7,-11.5,-7.4,0.09,103.49,47.8
1630163,LaMelo Ball,CHA,24.0,72,28.0,0.306,20.1,7.0,17.3,0.407,3.8,10.3,0.368,2.2,2.5,0.899,0.546,0.516,7.1,2.8,0.384,2.54,9.9,4.8,0.03,0.14,123.2,114.1,9.1,5.8,0.134,99.43,66.7
1629013,Landry Shamet,NYK,29.0,51,23.0,0.151,9.3,3.1,7.1,0.437,2.0,5.2,0.392,1.1,1.5,0.711,0.598,0.578,1.4,0.6,0.084,2.4,6.0,1.8,0.019,0.058,115.2,107.0,8.1,3.7,0.07,99.44,27.2
1626204,Larry Nance Jr.,CLE,33.0,35,12.8,0.137,3.7,1.5,3.5,0.419,0.6,1.8,0.333,0.2,0.4,0.462,0.505,0.504,1.0,0.6,0.105,1.7,10.9,2.7,0.058,0.143,108.2,111.1,-2.9,-0.5,0.062,101.61,11.5
1628374,Lauri Markkanen,UTA,29.0,42,34.3,0.269,26.7,9.1,19.2,0.477,2.7,7.7,0.355,5.7,6.4,0.896,0.608,0.548,2.1,1.5,0.101,1.41,5.9,6.9,0.054,0.134,113.6,115.2,-1.5,-1.3,0.139,104.48,71.9
2544,LeBron James,LAL,41.0,60,33.2,0.262,20.9,7.9,15.3,0.515,1.3,4.1,0.317,3.9,5.3,0.737,0.594,0.557,7.2,3.0,0.338,2.41,10.8,6.1,0.023,0.16,115.0,112.4,2.6,2.0,0.154,100.29,64.7
1631159,Leonard Miller,CHI,22.0,46,15.6,0.176,7.8,3.2,5.7,0.553,0.7,2.2,0.323,0.8,1.2,0.736,0.633,0.615,0.9,0.8,0.077,1.11,10.0,3.9,0.073,0.158,111.7,114.1,-2.5,-0.6,0.104,106.87,23.1
1628366,Lonzo Ball,CLE,28.0,35,20.8,0.13,4.6,1.5,5.0,0.301,1.1,4.2,0.272,0.4,0.6,0.667,0.432,0.415,3.9,1.5,0.236,2.62,14.0,4.0,0.032,0.148,111.0,109.7,1.3,0.9,0.077,104.87,17.7
1629652,Luguentz Dort,OKC,27.0,69,26.8,0.139,8.3,2.9,7.6,0.385,1.9,5.4,0.344,0.6,0.8,0.759,0.524,0.508,1.2,0.8,0.059,1.57,7.8,3.6,0.03,0.094,116.2,108.2,8.0,4.3,0.049,100.54,29.0
1629029,Luka Dončić,LAL,27.0,64,35.8,0.368,33.5,10.8,22.8,0.476,4.0,10.8,0.366,7.9,10.1,0.78,0.616,0.563,8.3,4.0,0.387,2.08,10.1,7.7,0.019,0.194,119.4,115.6,3.8,2.9,0.188,100.73,97.3
1630568,Luka Garza,BOS,27.0,69,16.2,0.168,8.1,3.0,5.2,0.577,0.8,1.8,0.433,1.3,1.7,0.769,0.682,0.654,1.0,0.7,0.085,1.43,8.9,4.1,0.129,0.11,119.4,113.6,5.8,1.8,0.103,97.4,24.4
1628379,Luke Kennard,LAL,29.0,78,21.5,0.131,8.4,3.0,5.7,0.533,1.5,3.1,0.478,0.8,0.9,0.913,0.689,0.665,2.2,0.8,0.139,2.9,8.6,2.3,0.019,0.086,114.2,113.7,0.5,0.5,0.089,101.7,23.2
1628436,Luke Kornet,SAS,30.0,68,21.0,0.1,6.5,2.6,4.0,0.643,0.0,0.0,0.0,1.4,1.7,0.825,0.689,0.643,1.9,0.4,0.114,4.5,5.8,6.1,0.116,0.147,114.4,110.5,3.9,1.7,0.109,102.41,17.1
1628370,Malik Monk,SAC,28.0,62,22.0,0.234,12.5,4.5,10.2,0.438,2.0,5.1,0.395,1.5,1.7,0.879,0.568,0.536,3.0,1.5,0.208,2.03,9.5,1.9,0.01,0.071,110.0,118.3,-8.3,-4.1,0.094,102.11,42.3
1631204,Marcus Sasser,DET,25.0,38,12.0,0.197,5.2,1.8,4.7,0.39,1.2,2.8,0.415,0.4,0.5,0.833,0.533,0.514,2.0,0.8,0.217,2.42,10.7,1.0,0.016,0.07,116.4,103.1,13.4,3.1,0.078,101.68,20.5
203935,Marcus Smart,LAL,32.0,62,28.5,0.151,9.3,3.0,7.7,0.395,1.6,4.7,0.331,1.7,2.1,0.822,0.543,0.497,3.0,1.5,0.133,2.01,11.4,2.8,0.022,0.077,117.3,110.6,6.8,4.1,0.059,100.07,33.0
1631109,Mark Williams,PHX,24.0,60,23.6,0.167,11.7,4.7,7.3,0.644,0.0,0.0,1.0,2.3,2.9,0.771,0.68,0.645,1.0,1.1,0.064,0.89,10.3,8.0,0.124,0.201,111.3,113.3,-2.0,-0.7,0.141,101.01,32.6
1628963,Marvin Bagley III,DAL,27.0,60,20.0,0.18,10.5,4.2,6.9,0.618,0.4,0.9,0.462,1.6,2.4,0.66,0.661,0.647,1.4,1.0,0.107,1.39,9.8,6.1,0.116,0.171,109.9,119.0,-9.1,-3.7,0.123,103.2,30.8
1641824,Matas Buzelis,CHI,21.0,77,29.2,0.223,16.3,5.8,12.5,0.463,2.2,6.4,0.349,2.4,3.1,0.786,0.586,0.553,2.1,2.1,0.103,0.99,11.5,5.8,0.033,0.152,110.6,116.9,-6.3,-4.0,0.097,104.25,51.7
1629680,Matisse Thybulle,POR,29.0,30,16.0,0.144,5.8,1.9,4.5,0.433,1.2,3.1,0.398,0.7,0.8,0.84,0.6,0.571,0.9,0.9,0.079,0.96,13.9,2.0,0.033,0.087,108.8,99.8,9.0,2.9,0.093,103.73,15.9
1631108,Max Christie,DAL,23.0,77,29.1,0.162,12.3,4.2,9.4,0.441,2.3,5.8,0.404,1.6,1.8,0.899,0.601,0.566,2.0,1.2,0.095,1.57,9.3,3.2,0.006,0.097,108.3,115.2,-6.9,-4.4,0.079,103.23,37.8
1642875,Maxime Raynaud,SAC,23.0,74,26.5,0.178,12.5,5.2,9.1,0.571,0.3,1.0,0.324,1.8,2.3,0.786,0.619,0.589,1.4,1.3,0.074,1.06,10.0,7.5,0.07,0.211,110.4,121.3,-10.9,-6.2,0.109,101.41,38.4
1642877,Micah Peavy,NOP,24.0,61,15.0,0.135,4.3,1.7,4.5,0.385,0.5,1.8,0.259,0.4,0.5,0.759,0.455,0.436,1.0,0.3,0.089,3.05,5.4,1.9,0.046,0.073,110.4,114.5,-4.1,-1.7,0.044,103.08,16.2
1630695,Micah Potter,IND,28.0,47,19.3,0.174,9.7,3.2,6.2,0.515,1.5,3.6,0.423,1.8,2.1,0.842,0.679,0.637,1.5,1.0,0.111,1.47,10.3,5.0,0.061,0.193,108.4,114.8,-6.4,-2.6,0.114,105.56,27.2
1629008,Michael Porter Jr.,BKN,27.0,52,32.5,0.292,24.2,8.5,18.4,0.463,3.4,9.3,0.363,3.8,4.4,0.859,0.595,0.555,3.0,2.3,0.165,1.3,9.3,7.1,0.04,0.188,113.0,119.6,-6.6,-3.9,0.141,97.97,70.3
1628969,Mikal Bridges,NYK,29.0,82,32.8,0.17,14.4,5.8,11.7,0.49,1.9,5.1,0.371,1.0,1.2,0.827,0.587,0.571,3.7,1.0,0.158,3.66,6.0,3.8,0.029,0.085,118.0,112.0,6.0,3.6,0.099,98.88,43.7
201144,Mike Conley,MIN,38.0,54,18.4,0.113,4.5,1.3,4.0,0.335,1.0,3.1,0.337,0.8,0.9,0.9,0.517,0.465,2.9,0.6,0.205,4.62,7.9,1.7,0.017,0.074,112.3,112.1,0.2,0.3,0.061,102.58,14.8
1628970,Miles Bridges,CHA,28.0,77,31.0,0.221,17.1,6.2,13.5,0.46,1.9,5.8,0.333,2.7,3.3,0.822,0.57,0.531,3.2,1.4,0.154,2.3,7.1,5.8,0.03,0.155,118.3,114.8,3.5,1.9,0.114,98.66,54.2
1630540,Miles McBride,NYK,25.0,41,26.3,0.174,12.0,4.2,9.9,0.423,2.7,6.6,0.413,0.9,1.1,0.787,0.578,0.562,2.6,0.8,0.136,3.21,5.9,2.4,0.02,0.068,119.9,110.4,9.5,5.5,0.085,98.57,34.4
1629011,Mitchell Robinson,NYK,28.0,60,19.6,0.102,5.7,2.5,3.4,0.723,0.0,0.0,0.0,0.7,1.7,0.408,0.676,0.723,0.9,0.7,0.058,1.27,11.9,8.8,0.201,0.227,117.7,109.9,7.8,2.6,0.124,98.23,15.0
1630541,Moses Moody,GSW,23.0,60,25.7,0.174,12.1,4.1,9.3,0.44,2.5,6.3,0.401,1.5,1.9,0.77,0.6,0.575,1.6,1.0,0.093,1.72,7.5,3.3,0.031,0.092,111.1,108.9,2.2,1.3,0.083,102.6,36.0
1631243,Mouhamed Gueye,ATL,23.0,77,15.3,0.12,4.4,1.7,3.8,0.452,0.5,1.7,0.308,0.5,0.8,0.645,0.539,0.521,0.9,0.4,0.076,2.09,7.9,3.6,0.071,0.151,112.5,110.1,2.3,0.6,0.075,102.61,15.3
1630619,Moussa Cisse,DAL,23.0,38,13.9,0.136,4.5,1.7,3.0,0.574,0.0,0.0,0.0,1.0,2.1,0.469,0.564,0.574,0.2,0.8,0.023,0.3,15.8,5.7,0.15,0.215,111.2,110.7,0.5,-0.1,0.087,104.05,14.1
1631217,Moussa Diabaté,CHA,24.0,73,26.0,0.112,7.9,3.1,5.0,0.631,0.0,0.0,0.5,1.6,2.4,0.659,0.653,0.632,1.9,1.0,0.099,1.93,11.2,8.7,0.139,0.191,122.0,111.5,10.5,4.7,0.108,97.8,24.3
1626167,Myles Turner,MIL,30.0,71,26.9,0.181,11.9,4.0,9.1,0.44,2.1,5.4,0.383,1.8,2.5,0.74,0.584,0.553,1.5,1.2,0.079,1.24,9.1,5.3,0.039,0.152,109.6,115.8,-6.2,-3.2,0.086,100.47,39.0
1641772,Nae'Qwan Tomlin,CLE,25.0,64,15.7,0.151,5.8,2.3,4.9,0.478,0.4,1.8,0.235,0.7,1.0,0.77,0.549,0.521,0.8,0.5,0.071,1.83,6.8,2.9,0.081,0.094,114.3,110.7,3.6,0.9,0.069,101.75,20.1
1630230,Naji Marshall,DAL,28.0,74,29.5,0.2,15.2,5.7,11.1,0.51,0.8,2.9,0.291,3.1,4.1,0.76,0.592,0.548,3.3,1.6,0.162,2.03,9.1,4.7,0.028,0.12,109.7,114.3,-4.6,-2.9,0.106,104.35,48.3
1629675,Naz Reid,MIN,26.0,77,26.1,0.212,13.6,5.2,11.3,0.456,2.1,5.8,0.362,1.2,1.6,0.732,0.565,0.549,2.2,1.6,0.124,1.35,10.3,6.2,0.042,0.187,113.0,109.9,3.2,2.2,0.112,102.77,44.6
1629674,Neemias Queta,BOS,26.0,76,25.3,0.145,10.2,4.3,6.6,0.653,0.0,0.1,0.125,1.6,2.3,0.703,0.674,0.654,1.7,1.0,0.091,1.68,9.6,8.4,0.118,0.194,118.8,105.6,13.2,6.3,0.13,96.15,30.3
1629651,Nic Claxton,BKN,27.0,69,27.8,0.175,11.7,4.8,8.4,0.571,0.0,0.3,0.158,2.0,3.3,0.616,0.592,0.574,3.7,1.4,0.216,2.64,9.3,6.9,0.084,0.167,107.4,120.3,-12.9,-7.5,0.117,98.37,38.9
1630208,Nick Richards,CHI,28.0,48,14.6,0.176,5.8,2.1,4.2,0.512,0.1,0.4,0.278,1.4,2.1,0.644,0.562,0.525,0.3,1.2,0.033,0.27,18.4,5.1,0.103,0.221,108.9,117.2,-8.4,-2.8,0.079,102.27,21.9
1641733,Nick Smith Jr.,LAL,22.0,30,12.5,0.212,6.2,2.3,5.4,0.435,1.1,2.9,0.395,0.4,0.5,0.733,0.552,0.54,1.0,0.7,0.127,1.48,9.6,0.8,0.009,0.054,110.6,111.7,-1.1,-0.1,0.067,101.35,23.0
1629638,Nickeil Alexander-Walker,ATL,27.0,78,33.4,0.23,20.8,7.0,15.3,0.459,3.2,8.1,0.399,3.6,3.9,0.902,0.61,0.564,3.7,2.1,0.155,1.77,9.2,3.4,0.019,0.079,116.1,112.0,4.0,3.1,0.105,104.38,60.2
201587,Nicolas Batum,LAC,37.0,74,17.5,0.092,4.0,1.3,3.2,0.403,1.2,3.1,0.404,0.1,0.1,0.818,0.603,0.597,0.9,0.5,0.069,1.73,10.8,2.5,0.018,0.119,113.2,113.8,-0.5,-0.2,0.058,98.96,11.0
203999,Nikola Jokić,DEN,31.0,65,34.8,0.289,27.7,9.9,17.4,0.569,1.7,4.5,0.38,6.1,7.4,0.831,0.67,0.618,10.7,3.7,0.458,2.87,10.7,12.9,0.089,0.27,126.1,115.3,10.8,8.5,0.213,102.59,75.4
1631107,Nikola Jović,MIA,22.0,47,17.2,0.203,7.3,2.4,6.7,0.366,1.0,3.6,0.269,1.5,2.1,0.683,0.48,0.438,2.2,1.4,0.173,1.57,12.4,3.3,0.028,0.137,109.3,110.1,-0.8,-0.1,0.073,107.64,30.2
202696,Nikola Vučević,BOS,35.0,64,28.4,0.213,15.1,6.2,12.5,0.493,1.6,4.2,0.369,1.2,1.5,0.828,0.574,0.556,3.3,1.3,0.175,2.51,7.4,8.4,0.067,0.211,113.1,114.8,-1.7,-0.7,0.127,101.99,46.6
1642363,Nique Clifford,SAC,24.0,75,25.1,0.167,8.6,3.3,7.9,0.418,1.0,3.1,0.333,0.9,1.3,0.722,0.505,0.482,2.4,1.5,0.13,1.54,12.4,3.8,0.034,0.115,111.3,115.8,-4.5,-2.9,0.062,100.77,33.1
1641730,Noah Clowney,BKN,21.0,66,27.0,0.202,12.3,3.8,9.6,0.396,2.0,5.9,0.329,2.7,3.4,0.804,0.554,0.498,1.6,1.5,0.095,1.06,10.8,4.1,0.029,0.128,109.7,118.3,-8.7,-5.0,0.072,98.49,43.3
1642869,Noah Penda,ORL,21.0,59,12.8,0.14,3.8,1.4,3.4,0.404,0.5,1.6,0.323,0.6,0.8,0.688,0.506,0.478,1.2,0.7,0.124,1.67,12.5,3.2,0.081,0.159,110.4,113.4,-3.0,-0.9,0.076,101.42,14.3
1642849,Nolan Traore,BKN,19.0,56,22.2,0.224,8.9,3.3,8.6,0.38,1.1,3.4,0.318,1.3,1.7,0.787,0.479,0.444,3.8,2.3,0.265,1.65,14.9,1.8,0.011,0.073,108.2,118.8,-10.5,-5.0,0.056,98.4,38.5
1626181,Norman Powell,MIA,32.0,58,29.6,0.262,21.7,7.3,15.4,0.47,2.7,7.1,0.38,4.5,5.5,0.827,0.609,0.558,2.5,1.9,0.123,1.29,8.7,3.5,0.012,0.097,114.7,114.1,0.6,0.7,0.113,105.69,62.9
1628384,OG Anunoby,NYK,28.0,67,33.2,0.194,16.7,5.8,12.0,0.484,2.3,6.1,0.386,2.7,3.3,0.828,0.62,0.581,2.2,1.8,0.09,1.18,10.5,5.2,0.039,0.116,119.4,110.2,9.2,6.1,0.099,99.84,49.2
1630167,Obi Toppin,IND,28.0,24,17.7,0.241,11.6,4.2,8.3,0.503,1.5,4.4,0.352,1.8,1.9,0.913,0.636,0.595,2.3,1.2,0.193,1.96,9.3,4.4,0.03,0.206,113.9,117.5,-3.6,-1.4,0.143,104.11,35.3
1630534,Ochai Agbaji,BKN,26.0,62,15.7,0.142,5.1,2.0,4.5,0.436,0.5,2.1,0.266,0.6,0.7,0.837,0.525,0.496,0.8,0.5,0.07,1.52,8.2,2.3,0.046,0.096,106.4,109.0,-2.7,-1.0,0.057,100.34,17.9
1641765,Olivier-Maxence Prosper,MEM,23.0,53,18.6,0.183,10.0,3.6,6.6,0.549,1.1,2.8,0.405,1.6,2.2,0.754,0.662,0.634,1.0,0.9,0.077,1.09,9.5,3.5,0.057,0.127,110.7,120.4,-9.7,-3.9,0.103,104.7,29.1
1630168,Onyeka Okongwu,ATL,25.0,74,31.0,0.189,15.2,5.6,11.6,0.48,1.9,5.2,0.376,2.1,2.7,0.757,0.592,0.564,3.1,1.7,0.14,1.82,9.7,7.6,0.058,0.178,113.4,111.3,2.1,1.5,0.104,104.39,46.5
1631131,Oscar Tshiebwe,UTA,26.0,27,16.6,0.162,7.8,3.4,5.4,0.634,0.0,0.0,0.0,1.0,1.8,0.551,0.633,0.634,1.2,0.8,0.101,1.52,9.6,6.6,0.151,0.224,110.9,118.9,-8.0,-2.9,0.125,104.74,20.9
1642345,Oso Ighodaro,PHX,23.0,82,22.1,0.12,6.5,2.9,4.5,0.653,0.0,0.0,0.0,0.6,1.4,0.453,0.636,0.653,2.3,1.2,0.139,1.83,14.4,5.1,0.071,0.158,114.8,109.7,5.1,2.0,0.09,98.44,21.5
1631172,Ousmane Dieng,MIL,23.0,57,19.3,0.192,7.6,2.9,7.0,0.422,1.1,3.2,0.341,0.6,0.8,0.711,0.516,0.501,2.4,1.3,0.185,1.81,11.9,3.2,0.026,0.136,108.7,117.3,-8.6,-3.7,0.075,99.84,29.3
1629023,P.J. Washington,DAL,27.0,56,31.0,0.194,14.2,5.3,11.8,0.45,1.4,4.2,0.325,2.2,3.3,0.687,0.537,0.508,1.8,1.7,0.082,1.04,10.1,7.0,0.045,0.162,107.0,114.4,-7.3,-4.9,0.093,103.86,46.8
1631094,Paolo Banchero,ORL,23.0,72,34.7,0.274,22.2,7.3,16.0,0.459,1.2,3.8,0.305,6.3,8.2,0.775,0.566,0.496,5.2,3.1,0.235,1.68,11.0,8.4,0.034,0.204,114.0,114.1,-0.2,0.0,0.138,100.96,73.3
1627783,Pascal Siakam,IND,32.0,62,33.2,0.292,24.0,9.0,18.6,0.484,1.7,4.7,0.358,4.2,6.1,0.693,0.562,0.529,3.8,2.2,0.19,1.71,8.2,6.6,0.041,0.151,111.5,117.2,-5.6,-3.7,0.13,102.95,74.4
1630311,Pat Spencer,GSW,29.0,66,18.6,0.185,7.2,2.8,6.6,0.427,0.9,2.5,0.357,0.7,0.9,0.772,0.516,0.495,3.5,1.3,0.27,2.73,10.9,2.4,0.041,0.091,112.1,115.6,-3.4,-1.4,0.087,99.81,28.4
1630172,Patrick Williams,CHI,24.0,72,20.5,0.159,7.0,2.5,6.6,0.372,1.3,3.8,0.347,0.8,1.0,0.72,0.494,0.472,1.5,1.0,0.101,1.4,10.9,3.0,0.03,0.106,103.8,114.8,-11.0,-4.8,0.057,105.67,26.9
